objectid,old file,filename,youtubeid,vimeoid,title,creator,date,date_is_approximate?,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
col003_87,col003_p87.jpg,col003_p83.jpg,,,Traveling through Wyoming - Sheep Shearing Company,Willett Family,1921,,Top left: Rawlins Shearing Co. - Australian System.<br>Bottom right: Herd of sheep.,sheep;businesses,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_88,col003_p88.jpg,col003_p84.jpg,,,Frank Buxton with Great Grandmother Mary E. Morse,Willett Family,1927,,"Frank Edwin Buxton and his Great Grandmother Mary E. Morse in Coggon, Iowa.  July 28, 1927.",children;grandmother's;houses,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_90,col003_p90.jpg,col003_p86.jpg,,,Willett Family,Willett Family,1921,,"Top left: Man stands on street [possibly Meridian, Idaho].<br>Bottom right: Willett family and dog pose for photo.",families;men;women;dogs;towns,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_91,col003_p91.jpg,col003_p87.jpg,,,River and Dam Images - Unknown location,Willett Family,1921,,Top left: Bridge and dam on tree-lined river.<br>Bottom right: River with smokestack in background.,rivers;dams;smokestacks;bridges,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_92,col003_p92.jpg,col003_p88.jpg,,,Campground in Ohio,Willett Family,1921,,"Campground and service station in Conneaut, Ohio.",campgrounds;service stations;towns;businesses,"Conneaut, OH",41.9347307,-80.6442717,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_93,col003_p93.jpg,col003_p89.jpg,,,Traveling through Massachusetts and Iowa,Willett Family,1921,,"Top left: Jacob's Ladder trail and monument, Massachusetts.<br>Bottom right: Willett family poses for photo.",families;monuments;towns,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_94,col003_p94.jpg,col003_p90.jpg,,,Traveling through Idaho and Wyoming,Willett Family,1921,,"Top left: Women standing on (what appears to be) a beach.<br>Top right: Man and woman stand on rock outcropping.<br>Bottom left: farm in Idaho.<br>Bottom right: Truck in Red Desert, Wyoming.  Graphic on truck reads ""The Lord is at Hand - Rural Gospel Car Service.""",beaches;women;men;farms;deserts;trucks,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_95,col003_p95.jpg,col003_p91.jpg,,,Traveling through Wyoming,Willett Family,1921,,"Top left: Willett and Smith families pose for photo in front of the auto bungalow in Cheyenne, Wyoming.<br>Bottom right: Families pose at the campground in Evanston, Wyoming.",families;auto bungalows;campgrounds,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_96,col003_p96.jpg,col003_p92.jpg,,,Beach Scenes - Unknown location,Willett Family,1921,,"Top left: Men, women and children enjoy a day at the beach.<br>Top right: woman and child pose on shorefront.<br>Bottom left: Men climb rock outcropping.<br>Bottom right: Rocky coastline.",men;women;children;beaches,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_97,col003_p97.jpg,col003_p93.jpg,,,"American Falls, Idaho",Willett Family,1921,,"Top left: Water flowing through dam, American Falls, Idaho.<br>Bottom right: Dam spillway, American Falls, Idaho.",dams;rivers,,42.7787073,-112.8608624,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_98,col003_p98.jpg,col003_p94.jpg,,,Beach Scenes - Unknown location,Willett Family,1921,,"Top left: Beachgoers enjoying the ocean.<br>Top right: Man, woman and baby relax on the sand.<br>Bottom left: Child plays on sandy beach.<br>Bottom right: Child plays with baby on sandy beach.",men;women;children;beaches,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_99,col003_p99.jpg,col003_p95.jpg,,,"American Falls, Idaho",Willett Family,1921,,"Top left: Image of water spilling over dam, American Falls, Idaho.<br>Top right: Two men washing up.<br>Bottom right: River with hills in background.",dams;rivers,,42.7787073,-112.8608624,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_100,col003_p100.jpg,col003_p96.jpg,,,"American Falls, Idaho",Willett Family,1921,,"Left: Dam spillway - American Falls, Idaho.<br>Right: Woman stands near hill.",dams;rivers,,42.7787073,-112.8608624,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_101,col003_p101.jpg,col003_p97.jpg,,,Traveling through Nebraska and Idaho,Willett Family,1921,,"Top left: Men and woman stand in front of large building (hotel?), unknown location.<br>Top right: Free campground in Lexington, Nebraska.<br>Bottom left: Poem titled ""Out Where the West Begins.""<br>Bottom right: Campground in Buhl, Idaho.",campgrounds;hotels;poems,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_102,col003_p102.jpg,col003_p98.jpg,,,Newspaper Article Chronicles Willett's Travel,Willett Family,1921,,"The article appears to be from an Ogden, Utah publication and pictures Willett and his wife in front of the auto bungalow.",auto bungalow;campgrounds,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_103,col003_p103.jpg,col003_p99.jpg,,,Traveling through Idaho,Willett Family,1921,,"Top left: Family members pose for photograph - unknown location.<br>Bottom right: Snake River, Idaho.",families;men;women;rivers,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_104,col003_p104.jpg,col003_p100.jpg,,,Mother's Day 1946,Willett Family,1946-05-12,,"Left: Hazel Gaton, Mother's Day, May 12, 1946.<br>Center: Hazel (mother) and Joyce Ann (daughter), 1946.<br>Right: Joyce Ann and Father, 1946.",women;houses,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_105,col003_p105.jpg,col003_p101.jpg,,,"Massachusetts Newspaper Article ""East Bridgewater Party Making Trip to Idaho in an Auto-House""",Willett Family,1921,,Several articles chronicling the Willett's journey to Idaho.,newspapers;auto bungalows,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_106,col003_p106.jpg,col003_p102.jpg,,,"Massachusetts Newspaper Article ""Willetts leave in House on Wheels""",Willett Family,1921,,Article chronicling Willett's journey to Idaho with the auto-house.,newspapers;auto bungalows,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_107,col003_p107.jpg,col003_p107.jpg,,,"Idaho Newspaper Article ""Hens with Family on Auto House Trip""",Willett Family,1921,,Article chronicling Willett's journey with their animals.,newspapers;auto bungalows;chickens;dogs;cats,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_108,col003_p108.jpg,col003_p108.jpg,,,Album Back Cover,Willett Family,1921,,,album covers,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_109,col003_p109.jpg,col003_p109.jpg,,,Several miscellaneous images from Willett Album,Willett Family,1921,,Top left: Automobiles and the auto bungalow traverse the desert.<br>Top right: Family members pose for picture.<br>Bottom: Hand drawing of a butterfly (or moth) on card stock.,automobiles;auto bungalows;butterflies,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_110,col003_p110.jpg,col003_p110.jpg,,,Front of Postcard to Mrs. C. Willett,Willett Family,1905,,"Postmark is 1905.  From Brockton, MA to Whitman, MA",postcards,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_111,col003_p111.jpg,col003_p111.jpg,,,Back of Postcard to Mrs. C. Willett,Willett Family,1905,,Message address to Laura Willett.,postcards,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_112,col003_p112.jpg,col003_p112.jpg,,,Empty envelope,Willett Family,1946,,"Reads ""Picture of Gaton family""",,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_113,col003_p113.jpg,col003_p113.jpg,,,Boise Auto Tourist Park Flyer (front),Willett Family,1921,,Front of flyer advertising the Boise Auto Tourist Park.,campgrounds,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_114,col003_p114.jpg,col003_p114.jpg,,,Arrowrock Dam Flyer (back),Willett Family,1921,,Back of above flyer advertising the Arrowrock Dam.,dams,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
col003_115,col003_p115.jpg,col003_p115.jpg,,,The Willett Family as they Depart,Willett Family,1921,,The Willett family leaves Massachusettes bound for Idaho.,families;auto bungalows;men;women,,,,"Meridian Library History Center, Willett Album",,Image;StillImage,image/jpeg,eng,,,image,,,
